[36mRunning:[0m input.txt
00: seti [123, 0, 3] at [0, 0, 0, 123, 0, 0]
20: gtrr [5, 4, 5] at [0, 1814, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1814, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1814, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1815, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1815, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1815, 18, 8781753, 11474091, 1816]
19: muli [5, 256, 5] at [0, 1815, 19, 8781753, 11474091, 464896]
20: gtrr [5, 4, 5] at [0, 1815, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1815, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1815, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1816, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1816, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1816, 18, 8781753, 11474091, 1817]
19: muli [5, 256, 5] at [0, 1816, 19, 8781753, 11474091, 465152]
20: gtrr [5, 4, 5] at [0, 1816, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1816, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1816, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1817, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1817, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1817, 18, 8781753, 11474091, 1818]
19: muli [5, 256, 5] at [0, 1817, 19, 8781753, 11474091, 465408]
20: gtrr [5, 4, 5] at [0, 1817, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1817, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1817, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1818, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1818, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1818, 18, 8781753, 11474091, 1819]
19: muli [5, 256, 5] at [0, 1818, 19, 8781753, 11474091, 465664]
20: gtrr [5, 4, 5] at [0, 1818, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1818, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1818, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1819, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1819, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1819, 18, 8781753, 11474091, 1820]
19: muli [5, 256, 5] at [0, 1819, 19, 8781753, 11474091, 465920]
20: gtrr [5, 4, 5] at [0, 1819, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1819, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1819, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1820, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1820, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1820, 18, 8781753, 11474091, 1821]
19: muli [5, 256, 5] at [0, 1820, 19, 8781753, 11474091, 466176]
20: gtrr [5, 4, 5] at [0, 1820, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1820, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1820, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1821, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1821, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1821, 18, 8781753, 11474091, 1822]
19: muli [5, 256, 5] at [0, 1821, 19, 8781753, 11474091, 466432]
20: gtrr [5, 4, 5] at [0, 1821, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1821, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1821, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1822, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1822, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1822, 18, 8781753, 11474091, 1823]
19: muli [5, 256, 5] at [0, 1822, 19, 8781753, 11474091, 466688]
20: gtrr [5, 4, 5] at [0, 1822, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1822, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1822, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1823, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1823, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1823, 18, 8781753, 11474091, 1824]
19: muli [5, 256, 5] at [0, 1823, 19, 8781753, 11474091, 466944]
20: gtrr [5, 4, 5] at [0, 1823, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1823, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1823, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1824, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1824, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1824, 18, 8781753, 11474091, 1825]
19: muli [5, 256, 5] at [0, 1824, 19, 8781753, 11474091, 467200]
20: gtrr [5, 4, 5] at [0, 1824, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1824, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1824, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1825, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1825, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1825, 18, 8781753, 11474091, 1826]
19: muli [5, 256, 5] at [0, 1825, 19, 8781753, 11474091, 467456]
20: gtrr [5, 4, 5] at [0, 1825, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1825, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1825, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1826, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1826, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1826, 18, 8781753, 11474091, 1827]
19: muli [5, 256, 5] at [0, 1826, 19, 8781753, 11474091, 467712]
20: gtrr [5, 4, 5] at [0, 1826, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1826, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1826, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1827, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1827, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1827, 18, 8781753, 11474091, 1828]
19: muli [5, 256, 5] at [0, 1827, 19, 8781753, 11474091, 467968]
20: gtrr [5, 4, 5] at [0, 1827, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1827, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1827, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1828, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1828, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1828, 18, 8781753, 11474091, 1829]
19: muli [5, 256, 5] at [0, 1828, 19, 8781753, 11474091, 468224]
20: gtrr [5, 4, 5] at [0, 1828, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1828, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1828, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1829, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1829, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1829, 18, 8781753, 11474091, 1830]
19: muli [5, 256, 5] at [0, 1829, 19, 8781753, 11474091, 468480]
20: gtrr [5, 4, 5] at [0, 1829, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1829, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1829, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1830, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1830, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1830, 18, 8781753, 11474091, 1831]
19: muli [5, 256, 5] at [0, 1830, 19, 8781753, 11474091, 468736]
20: gtrr [5, 4, 5] at [0, 1830, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1830, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1830, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1831, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1831, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1831, 18, 8781753, 11474091, 1832]
19: muli [5, 256, 5] at [0, 1831, 19, 8781753, 11474091, 468992]
20: gtrr [5, 4, 5] at [0, 1831, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1831, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1831, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1832, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1832, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1832, 18, 8781753, 11474091, 1833]
19: muli [5, 256, 5] at [0, 1832, 19, 8781753, 11474091, 469248]
20: gtrr [5, 4, 5] at [0, 1832, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1832, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1832, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1833, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1833, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1833, 18, 8781753, 11474091, 1834]
19: muli [5, 256, 5] at [0, 1833, 19, 8781753, 11474091, 469504]
20: gtrr [5, 4, 5] at [0, 1833, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1833, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1833, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1834, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1834, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1834, 18, 8781753, 11474091, 1835]
19: muli [5, 256, 5] at [0, 1834, 19, 8781753, 11474091, 469760]
20: gtrr [5, 4, 5] at [0, 1834, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1834, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1834, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1835, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1835, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1835, 18, 8781753, 11474091, 1836]
19: muli [5, 256, 5] at [0, 1835, 19, 8781753, 11474091, 470016]
20: gtrr [5, 4, 5] at [0, 1835, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1835, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1835, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1836, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1836, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1836, 18, 8781753, 11474091, 1837]
19: muli [5, 256, 5] at [0, 1836, 19, 8781753, 11474091, 470272]
20: gtrr [5, 4, 5] at [0, 1836, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1836, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1836, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1837, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1837, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1837, 18, 8781753, 11474091, 1838]
19: muli [5, 256, 5] at [0, 1837, 19, 8781753, 11474091, 470528]
20: gtrr [5, 4, 5] at [0, 1837, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1837, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1837, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1838, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1838, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1838, 18, 8781753, 11474091, 1839]
19: muli [5, 256, 5] at [0, 1838, 19, 8781753, 11474091, 470784]
20: gtrr [5, 4, 5] at [0, 1838, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1838, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1838, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1839, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1839, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1839, 18, 8781753, 11474091, 1840]
19: muli [5, 256, 5] at [0, 1839, 19, 8781753, 11474091, 471040]
20: gtrr [5, 4, 5] at [0, 1839, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1839, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1839, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1840, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1840, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1840, 18, 8781753, 11474091, 1841]
19: muli [5, 256, 5] at [0, 1840, 19, 8781753, 11474091, 471296]
20: gtrr [5, 4, 5] at [0, 1840, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1840, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1840, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1841, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1841, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1841, 18, 8781753, 11474091, 1842]
19: muli [5, 256, 5] at [0, 1841, 19, 8781753, 11474091, 471552]
20: gtrr [5, 4, 5] at [0, 1841, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1841, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1841, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1842, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1842, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1842, 18, 8781753, 11474091, 1843]
19: muli [5, 256, 5] at [0, 1842, 19, 8781753, 11474091, 471808]
20: gtrr [5, 4, 5] at [0, 1842, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1842, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1842, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1843, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1843, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1843, 18, 8781753, 11474091, 1844]
19: muli [5, 256, 5] at [0, 1843, 19, 8781753, 11474091, 472064]
20: gtrr [5, 4, 5] at [0, 1843, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1843, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1843, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1844, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1844, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1844, 18, 8781753, 11474091, 1845]
19: muli [5, 256, 5] at [0, 1844, 19, 8781753, 11474091, 472320]
20: gtrr [5, 4, 5] at [0, 1844, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1844, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1844, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1845, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1845, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1845, 18, 8781753, 11474091, 1846]
19: muli [5, 256, 5] at [0, 1845, 19, 8781753, 11474091, 472576]
20: gtrr [5, 4, 5] at [0, 1845, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1845, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1845, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1846, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1846, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1846, 18, 8781753, 11474091, 1847]
19: muli [5, 256, 5] at [0, 1846, 19, 8781753, 11474091, 472832]
20: gtrr [5, 4, 5] at [0, 1846, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1846, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1846, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1847, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1847, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1847, 18, 8781753, 11474091, 1848]
19: muli [5, 256, 5] at [0, 1847, 19, 8781753, 11474091, 473088]
20: gtrr [5, 4, 5] at [0, 1847, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1847, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1847, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1848, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1848, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1848, 18, 8781753, 11474091, 1849]
19: muli [5, 256, 5] at [0, 1848, 19, 8781753, 11474091, 473344]
20: gtrr [5, 4, 5] at [0, 1848, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1848, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1848, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1849, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1849, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1849, 18, 8781753, 11474091, 1850]
19: muli [5, 256, 5] at [0, 1849, 19, 8781753, 11474091, 473600]
20: gtrr [5, 4, 5] at [0, 1849, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1849, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1849, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1850, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1850, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1850, 18, 8781753, 11474091, 1851]
19: muli [5, 256, 5] at [0, 1850, 19, 8781753, 11474091, 473856]
20: gtrr [5, 4, 5] at [0, 1850, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1850, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1850, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1851, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1851, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1851, 18, 8781753, 11474091, 1852]
19: muli [5, 256, 5] at [0, 1851, 19, 8781753, 11474091, 474112]
20: gtrr [5, 4, 5] at [0, 1851, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1851, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1851, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1852, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1852, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1852, 18, 8781753, 11474091, 1853]
19: muli [5, 256, 5] at [0, 1852, 19, 8781753, 11474091, 474368]
20: gtrr [5, 4, 5] at [0, 1852, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1852, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1852, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1853, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1853, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1853, 18, 8781753, 11474091, 1854]
19: muli [5, 256, 5] at [0, 1853, 19, 8781753, 11474091, 474624]
20: gtrr [5, 4, 5] at [0, 1853, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1853, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1853, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1854, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1854, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1854, 18, 8781753, 11474091, 1855]
19: muli [5, 256, 5] at [0, 1854, 19, 8781753, 11474091, 474880]
20: gtrr [5, 4, 5] at [0, 1854, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1854, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1854, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1855, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1855, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1855, 18, 8781753, 11474091, 1856]
19: muli [5, 256, 5] at [0, 1855, 19, 8781753, 11474091, 475136]
20: gtrr [5, 4, 5] at [0, 1855, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1855, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1855, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1856, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1856, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1856, 18, 8781753, 11474091, 1857]
19: muli [5, 256, 5] at [0, 1856, 19, 8781753, 11474091, 475392]
20: gtrr [5, 4, 5] at [0, 1856, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1856, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1856, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1857, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1857, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1857, 18, 8781753, 11474091, 1858]
19: muli [5, 256, 5] at [0, 1857, 19, 8781753, 11474091, 475648]
20: gtrr [5, 4, 5] at [0, 1857, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1857, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1857, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1858, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1858, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1858, 18, 8781753, 11474091, 1859]
19: muli [5, 256, 5] at [0, 1858, 19, 8781753, 11474091, 475904]
20: gtrr [5, 4, 5] at [0, 1858, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1858, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1858, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1859, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1859, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1859, 18, 8781753, 11474091, 1860]
19: muli [5, 256, 5] at [0, 1859, 19, 8781753, 11474091, 476160]
20: gtrr [5, 4, 5] at [0, 1859, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1859, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1859, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1860, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1860, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1860, 18, 8781753, 11474091, 1861]
19: muli [5, 256, 5] at [0, 1860, 19, 8781753, 11474091, 476416]
20: gtrr [5, 4, 5] at [0, 1860, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1860, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1860, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1861, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1861, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1861, 18, 8781753, 11474091, 1862]
19: muli [5, 256, 5] at [0, 1861, 19, 8781753, 11474091, 476672]
20: gtrr [5, 4, 5] at [0, 1861, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1861, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1861, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1862, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1862, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1862, 18, 8781753, 11474091, 1863]
19: muli [5, 256, 5] at [0, 1862, 19, 8781753, 11474091, 476928]
20: gtrr [5, 4, 5] at [0, 1862, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1862, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1862, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1863, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1863, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1863, 18, 8781753, 11474091, 1864]
19: muli [5, 256, 5] at [0, 1863, 19, 8781753, 11474091, 477184]
20: gtrr [5, 4, 5] at [0, 1863, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1863, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1863, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1864, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1864, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1864, 18, 8781753, 11474091, 1865]
19: muli [5, 256, 5] at [0, 1864, 19, 8781753, 11474091, 477440]
20: gtrr [5, 4, 5] at [0, 1864, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1864, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1864, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1865, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 1865, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 1865, 18, 8781753, 11474091, 1866]
19: muli [5, 256, 5] at [0, 1865, 19, 8781753, 11474091, 477696]
20: gtrr [5, 4, 5] at [0, 1865, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 1865, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 1865, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 1866, 24, 8781753, 11474091, 0]
